最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.03,45.07,,,135.52,3.02,21.5,4.31,6.24,10.0,---,【光伏】平均,光伏,,,5.45,0.85,-19.49,-5.27,24.94,20.95,62.43,,,853.58,0.17,0.08,1.42,11.56,-11.36,50.35,38.1,262.1,33.93,41.7,38.92,-17.66,2.2,-0.64,-29.89,11.24,849.49,-212.78,74.92,24.0,21.49,98.18,1.82,15.72,9.83,61.08,573.88,,,10544.91,2.5,11.75,64.44,3.08,-13.4,-61.0,4.58,8.21,-9.41,0.7,20.5,2.7,17.3,0.4,0.3,129.0,1.1,0.0,0.4,0.2,1.3,0.2,1.6,1.1,1.1,10.2,9.4,5.0,3.7,22.0,26.6,24.3,1.1,0.2,0.0,0.2,2.0,3.9,1.7,0.3,3.2,7.9,0.2,0.3,17.3,91.3,261.65,15.09,129.0,0.0,-1339.86,-10.39,1.1,84.6,0.78,0.72,10.2,88.5,204.21,20.09,9.4,80.5,32.03,3.4,5.0,98.3,429.49,85.9,3.7,86.4,7.36,2.01,22.0,86.7,879.09,39.96,26.6,0.0,-1075.04,-40.44,24.3,92.1,1376.09,56.55,0.2,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.09,-0.55,2.0,0.0,-129.41,-64.71,3.2,0.0,-179.75,-56.76,7.9,100.0,107.34,13.56
1.25,72.7,A-极佳,全天候/熊市优/震荡优,124.9,27.8,24.0,3.7,7.2,10,015395,招商体育文化休闲股票C,传媒游戏,2022-04-18 ~ 2026-05-08,985,50.67,11.06,40.58,9.1,10.09,11.94,49.65,2023-05-04,2024-08-27,345,0.96,0.93,1.69,11.13,-11.25,49.0,32,233,52.8,48.0,52.68,-14.19,3.71,0.01,-16.55,15.44,1579.5,-105.28,52,58,18.5,99.1,0.9,12.9,6,60,5074.48,13203.17,1863.8,15066.97,4,43.2,82.76,2,-2.18,-33.43,3,4.39,-3.53,0,937,48,1,14,1,28,0,0,76,0,0,0,0,4,0,6,0,0,17,8,15,5,46,9,9,2,0,0,0,4,3,1,0,10,6,0,0,28,82.1,46.76,1.67,76,0.0,-677.25,-8.91,0,0,0,0,17,82.4,12.76,0.75,8,87.5,40.36,5.04,15,100.0,4471.33,298.09,5,100.0,6.21,1.24,46,95.7,1832.62,39.84,9,0.0,-127.0,-14.11,9,100.0,21.77,2.42,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-324.3,-81.08,10,0.0,-276.59,-27.66,6,100.0,47.81,7.97
1.1,50.5,C-一般,全天候/熊市优/震荡优,41.7,6.5,22.8,3.9,7.3,10,010677,工银传媒指数C,传媒游戏,2020-12-29 ~ 2026-05-08,1298,14.54,2.67,34.84,5.98,-20.3,12.26,42.3,2023-11-22,2025-01-13,566,0.44,0.22,1.404,9.91,-10.91,51.4,36,227,55.1,48.5,26.28,-20.99,1.25,0.03,-23.92,25.12,590.7,-241.29,18,30,19.6,96.5,3.5,21.0,11,105,1542.87,7148.44,4305.92,11454.36,5,15.21,109.95,3,-4.24,-55.68,4,3.61,-5.18,0,1255,43,3,20,2,20,0,1,69,1,0,0,1,1,1,1,0,2,9,16,11,5,31,12,38,1,0,0,0,1,4,0,0,4,9,0,0,20,90.0,699.89,34.99,69,0.0,-854.19,-12.38,2,100.0,0.24,0.12,9,100.0,75.92,8.44,16,75.0,19.15,1.2,11,100.0,920.1,83.65,5,100.0,5.4,1.08,31,80.6,1005.42,32.43,12,0.0,-639.44,-53.29,38,89.5,409.98,10.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-51.24,-51.24,4,0.0,-197.49,-49.37,9,100.0,149.13,16.57
1.15,54.0,C-一般,熊市优,31.6,11.4,22.9,3.4,6.3,10,015675,鹏华中证传媒指数(LOF)C,传媒游戏,2022-06-08 ~ 2026-05-08,952,18.97,4.7,59.96,13.24,-40.99,12.34,43.32,2022-06-30,2022-10-25,548,0.58,0.38,1.471,9.96,-10.87,51.1,22,186,64.5,41.7,29.52,-34.11,0.87,0.07,-0.81,29.37,666.02,-618.4,29,30,16.9,95.1,4.9,21.0,23,61,1905.48,10482.23,1414.37,11896.6,4,24.73,92.26,2,3.48,-29.7,3,-9.08,-2.72,0,925,27,2,7,3,63,0,1,40,2,0,0,0,1,0,0,1,0,15,7,7,0,16,6,30,1,0,0,0,0,4,0,0,2,0,0,0,63,84.1,672.52,10.67,40,0.0,-368.39,-9.21,0,0,0,0,15,86.7,266.5,17.77,7,71.4,4.85,0.69,7,100.0,1221.1,174.44,0,0,0,0,16,87.5,130.59,8.16,6,0.0,-833.43,-138.91,30,93.3,1247.34,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-435.6,-217.8,0,0,0,0
1.1,52.0,C-一般,全天候/熊市优/震荡优,48.7,9.6,22.4,3.9,6.1,10,012729,国泰中证动漫游戏ETF联接C,传媒游戏,2021-07-26 ~ 2026-05-08,1160,26.49,5.24,54.41,9.9,-27.92,16.32,53.83,2023-05-04,2023-10-23,383,0.53,0.32,1.634,10.97,-13.12,50.7,27,193,49.2,40.7,50.11,-24.27,2.06,0.0,-20.99,50.36,854.86,-198.39,21,17,19.5,97.3,2.7,25.9,25,76,2649.21,12649.15,0.01,12649.16,5,26.8,160.26,3,-4.33,-68.91,2,2.55,-12.1,0,1103,57,0,9,6,19,0,1,59,2,0,0,0,0,0,2,0,0,5,5,9,0,20,13,41,0,5,0,0,3,6,1,0,10,4,0,0,19,94.7,1207.38,63.55,59,0.0,-801.2,-13.58,0,0,0,0,5,100.0,225.89,45.18,5,60.0,240.9,48.18,9,100.0,620.65,68.96,0,0,0,0,20,100.0,1353.58,67.68,13,0.0,-732.83,-56.37,41,87.8,1095.4,26.72,5,0.0,-108.88,-21.78,0,0,0,0,0,0,0,0,3,0.0,-29.58,-9.86,10,0.0,-439.06,-43.91,4,100.0,16.96,4.24
1.0,44.8,C-一般,全天候/熊市优/震荡优,61.3,5.3,15.6,6.4,7.5,10,012769,华夏中证动漫游戏ETF发起式联接C,传媒游戏,2021-10-15 ~ 2026-05-08,1108,27.24,5.63,44.46,8.73,-17.22,31.96,55.51,2022-01-05,2022-10-25,361,0.46,0.18,1.708,11.51,-13.24,50.4,42,217,58.1,50.0,50.61,-44.99,1.12,0.06,-36.07,53.79,1169.77,-361.03,20,38,31.8,97.7,2.3,17.9,14,67,2732.72,11833.23,890.78,12724.01,5,59.1,160.47,3,-29.64,-73.38,2,2.64,-12.61,0,1050,58,3,21,3,14,0,1,59,1,0,0,0,0,0,4,0,1,6,15,16,4,38,16,29,1,0,0,1,1,6,2,0,6,11,0,0,14,100.0,203.44,14.53,59,0.0,-1101.56,-18.67,1,100.0,365.26,365.26,6,100.0,229.69,38.28,15,93.3,196.28,13.09,16,100.0,3429.84,214.37,4,75.0,7.97,1.99,38,97.4,1603.36,42.19,16,0.0,-1761.46,-110.09,29,86.2,216.47,7.46,0,0,0,0,0,0,0,0,1,0.0,-54.0,-54.0,1,0.0,-6.45,-6.45,6,0.0,-721.0,-120.17,11,90.9,124.88,11.35
1.12,54.8,,,61.64,12.12,21.54,4.26,6.88,10.0,---,【传媒游戏】平均,传媒游戏,,,27.58,5.86,46.85,9.39,-19.27,16.96,48.92,,,440.6,0.59,0.41,1.58,10.7,-11.88,50.52,31.8,211.2,55.94,45.78,41.84,-27.71,1.51,0.03,-19.67,34.82,972.17,-304.88,28.0,34.6,21.26,97.14,2.86,19.74,15.8,73.8,2780.95,,,12758.22,4.6,33.81,121.14,2.6,-7.38,-52.22,2.8,0.82,-7.23,1.8,14.2,3.0,28.8,0.0,0.8,60.6,1.2,0.0,0.0,0.2,1.2,0.2,2.6,0.2,0.6,10.4,10.2,11.6,2.8,30.2,11.2,29.4,1.0,1.0,0.0,0.2,1.8,4.6,0.8,0.0,6.4,6.0,0.0,0.0,28.8,87.5,566.0,19.65,60.6,0.0,-760.52,-12.55,0.6,100.0,73.1,121.83,10.4,90.4,162.15,15.59,10.2,80.4,100.31,9.83,11.6,100.0,2132.6,183.85,2.8,92.9,3.92,1.4,30.2,92.7,1185.11,39.24,11.2,0.0,-818.83,-73.11,29.4,89.8,598.19,20.35,1.0,0.0,-21.78,-21.78,0.0,0.0,0.0,0.0,0.2,0.0,-10.8,-54.0,1.8,0.0,-82.31,-45.73,6.4,0.0,-413.95,-64.68,6.0,96.7,67.76,11.29
1.2,77.5,A-极佳,全天候/熊市优/震荡优,86.9,30,25,5.0,7.5,10,004321,前海开源沪港深强国产业混合,商业航天,2020-04-01 ~ 2026-05-08,1480,73.69,9.86,84.75,11.02,-11.06,8.63,49.91,2022-01-20,2022-04-25,287,1.1,1.14,1.282,13.05,-10.66,48.1,36,191,53.9,50.0,73.65,-13.1,5.62,0.02,-10.59,60.87,1993.7,-110.91,36,17,25.1,96.5,3.5,34.7,18,416,6799.65,12360.08,5008.47,17368.55,4,42.18,101.05,2,-3.74,-38.99,7,19.75,17.84,0,1423,57,3,14,3,22,0,0,39,1,0,0,0,3,0,3,2,2,6,10,10,2,45,11,29,2,0,0,1,1,4,1,0,9,4,0,0,22,68.2,381.01,17.32,39,0.0,-266.57,-6.84,2,50.0,28.03,14.02,6,50.0,27.51,4.58,10,40.0,425.31,42.53,10,100.0,2109.63,210.96,2,50.0,0.12,0.06,45,84.4,3729.87,82.89,11,0.0,-177.5,-16.14,29,93.1,868.68,29.95,0,0,0,0,0,0,0,0,1,0.0,-110.91,-110.91,1,0.0,-5.07,-5.07,9,0.0,-226.08,-25.12,4,100.0,15.62,3.9
0.9,72.5,A-极佳,全天候/熊市优/震荡优,82.1,26.5,25,3.2,7.8,10,010052,长城久嘉创新成长混合C,商业航天,2021-08-05 ~ 2026-05-08,1152,42.5,8.06,51.77,9.56,-9.27,9.11,63.97,2021-11-22,2022-04-13,547,0.98,0.88,1.66,15.43,-13.29,50.8,41,240,52.1,51.7,49.6,-20.51,2.42,0.01,-28.1,46.0,1131.45,-188.64,18,32,15.8,97.8,2.2,18.4,13,76,4170.03,13388.03,861.86,14249.89,4,22.69,121.63,4,8.45,-55.31,2,5.94,-1.01,0,1089,63,3,18,3,21,0,1,62,1,0,0,0,1,0,1,5,2,5,7,8,3,41,25,39,1,3,0,0,1,4,2,1,11,12,0,0,21,95.2,597.38,28.45,62,0.0,-735.2,-11.86,2,100.0,0.78,0.39,5,100.0,6.99,1.4,7,42.9,66.95,9.56,8,100.0,799.65,99.96,3,33.3,67.61,22.54,41,92.7,952.14,23.22,25,0.0,-884.22,-35.37,39,92.3,3640.04,93.33,3,0.0,-68.63,-22.88,0,0,0,0,0,0,0,0,1,0.0,-28.46,-28.46,11,0.0,-313.88,-28.53,12,100.0,68.88,5.74
0.85,77.6,A-极佳,全天候/熊市优/震荡优,59.3,30,25,3.9,8.7,10,015839,广发招利混合C,商业航天,2022-11-09 ~ 2026-05-08,848,28.84,7.82,48.67,12.51,-19.83,5.89,36.45,2023-02-02,2023-10-23,406,1.27,1.33,1.274,12.29,-9.61,50.1,32,154,62.3,58.1,33.43,-15.75,2.12,0.08,-1.95,28.51,1229.78,-147.61,11,15,19.3,98.8,1.2,19.1,13,96,2532.19,10872.42,2011.68,12884.1,3,21.57,77.93,1,0.52,-13.3,4,4.14,-13.81,0,827,21,0,13,1,11,0,0,30,3,0,3,0,0,0,1,2,0,14,9,10,2,27,15,30,3,0,0,1,0,4,2,0,0,5,0,0,11,90.9,423.27,38.48,30,0.0,-180.39,-6.01,0,0,0,0,14,100.0,221.59,15.83,9,100.0,9.61,1.07,10,90.0,949.58,94.96,2,100.0,0.03,0.01,27,92.6,233.09,8.63,15,0.0,-496.71,-33.11,30,73.3,1326.4,44.21,0,0,0,0,0,0,0,0,1,0.0,-0.18,-0.18,0,0,0,0,0,0,0,0,5,100.0,45.9,9.18
1.05,49.0,C-一般,熊市优,257.8,6.9,20.6,4.8,6.7,10,009751,汇安价值蓝筹混合C,商业航天,2020-09-14 ~ 2026-05-08,1368,27.64,4.6,10.72,1.89,16.92,19.99,53.02,2022-06-28,2025-12-23,860,0.6,0.23,1.015,9.3,-7.6,49.3,40,244,36.1,44.9,51.18,-19.12,2.68,-0.09,-32.76,11.6,1179.35,-177.8,32,27,24.1,97.4,2.6,22.9,16,76,1980.07,7836.56,4927.75,12764.31,4,44.87,74.65,2,-14.91,-45.58,6,-1.74,-4.9,0,1349,19,2,24,1,20,0,1,111,0,0,1,0,1,0,1,1,2,15,8,6,0,28,24,16,1,1,0,0,1,3,1,1,6,6,0,2,20,95.0,422.11,21.11,111,0.0,-1234.26,-11.12,2,100.0,2.74,1.37,15,73.3,263.65,17.58,8,100.0,73.18,9.15,6,100.0,1692.5,282.08,0,0,0,0,28,78.6,1652.56,59.02,24,0.0,-1038.48,-43.27,16,93.8,386.37,24.15,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.0,-12.53,-12.53,6,0.0,-238.08,-39.68,6,83.3,10.31,1.72
0.85,61.4,B-良好,熊市优,60.3,17.6,23.7,3.4,6.7,10,009854,中加优势企业混合C,商业航天,2020-11-17 ~ 2026-05-08,1328,48.84,7.84,81.02,11.92,-32.18,13.39,53.09,2021-07-22,2024-02-01,1068,1.03,0.59,1.426,10.32,-9.01,51.2,38,279,51.3,44.8,41.11,-17.79,2.31,0.01,-20.28,26.83,1606.81,-276.84,42,25,16.9,98.1,1.9,18.1,5,74,3815.37,9465.33,5419.06,14884.39,4,48.79,100.56,2,-3.12,-35.9,6,-2.2,15.35,0,1287,41,0,14,5,25,0,0,92,1,0,0,0,1,0,4,1,0,8,23,14,11,34,16,33,0,6,0,1,0,5,4,2,6,10,0,1,25,100.0,296.56,11.86,92,0.0,-1212.44,-13.18,0,0,0,0,8,100.0,97.11,12.14,23,82.6,87.37,3.8,14,92.9,2174.78,155.34,11,90.9,20.05,1.82,34,85.3,2254.86,66.32,16,0.0,-525.43,-32.84,33,87.9,873.27,26.46,6,0.0,-17.19,-2.87,0,0,0,0,1,0.0,-0.05,-0.05,0,0,0,0,6,0.0,-308.45,-51.41,10,100.0,74.93,7.49
1.15,34.6,D-偏差,全天候/熊市优/牛市可/震荡优,14.6,0.9,22.7,4.1,6.9,0,005866,浦银安盛量化多策略混合C,商业航天,2020-04-01 ~ 2026-05-08,1480,1.68,0.28,11.49,1.87,-9.81,9.18,31.51,2020-07-13,2025-04-07,1412,0.1,0.03,0.335,8.98,-8.21,48.0,12,81,42.0,45.9,22.02,-25.08,0.88,0.0,-3.2,7.82,436.84,-393.61,22,19,20.7,99.4,0.6,33.6,16,99,71.36,9601.31,566.38,10167.69,2,4.27,21.43,1,-6.81,-17.73,10,4.58,10.61,0,1463,17,1,6,0,9,0,0,29,1,0,1,0,0,0,1,0,0,9,11,0,1,13,3,2,1,0,0,0,0,1,0,0,2,2,0,0,9,100.0,60.3,6.7,29,0.0,-66.49,-2.29,0,0,0,0,9,33.3,22.15,2.46,11,54.5,13.99,1.27,0,0,0,0,1,0.0,0.0,0.0,13,92.3,82.02,6.31,3,0.0,-607.68,-202.56,2,100.0,567.89,283.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-3.07,-1.53,2,100.0,2.25,1.12
1.0,41.0,C-一般,全天候/熊市优/震荡优,93.3,0,22.1,3.4,5.5,10,007046,方正富邦创新动力混合C,商业航天,2020-04-01 ~ 2026-05-08,1480,-2.91,-0.5,-43.49,-9.26,40.58,24.45,77.46,2020-04-20,2022-04-26,1467,-0.02,-0.02,1.476,11.57,-11.95,49.6,60,427,28.6,36.5,22.99,-13.47,1.71,-0.16,-24.94,4.92,946.51,-317.39,52,21,17.2,98.4,1.6,8.8,7,47,-847.22,4632.46,5076.37,9708.83,4,17.93,65.24,6,-24.81,-112.52,3,6.07,8.2,0,1408,72,1,34,3,19,0,1,237,3,0,2,1,1,2,2,2,1,11,12,8,8,34,42,31,0,0,0,1,0,4,3,0,7,16,1,0,19,89.5,341.59,17.98,237,0.0,-1870.34,-7.89,1,100.0,2.36,2.36,11,90.9,26.48,2.41,12,66.7,26.44,2.2,8,100.0,380.23,47.53,8,100.0,67.23,8.4,34,79.4,87.3,2.57,42,0.0,-1442.32,-34.34,31,87.1,1697.58,54.76,0,0,0,0,0,0,0,0,1,0.0,-40.59,-40.59,0,0,0,0,7,0.0,-298.17,-42.6,16,100.0,174.99,10.94
0.8,58.8,B-良好,熊市优,55.9,15.8,20.6,5.4,7.0,10,015790,永赢高端装备智选混合发起C,商业航天,2022-09-26 ~ 2026-05-08,875,40.32,10.25,72.16,16.94,-31.84,19.48,51.78,2022-10-26,2024-09-18,473,0.78,0.53,1.568,12.93,-11.32,46.7,39,175,34.3,46.7,110.5,-25.19,4.39,-1.06,-36.72,31.5,1085.44,-343.23,36,23,26.9,98.4,1.6,14.6,5,67,3934.72,12794.17,1238.01,14032.18,4,45.86,130.31,2,-3.73,-33.78,2,-4.06,-13.07,0,844,31,1,20,2,2,0,2,82,0,0,0,0,2,1,3,1,1,3,6,10,4,20,22,14,0,1,0,0,2,4,3,0,4,4,0,0,2,100.0,2.67,1.33,82,0.0,-1149.38,-14.02,1,100.0,323.1,323.1,3,100.0,8.88,2.96,6,100.0,64.25,10.71,10,100.0,3206.17,320.62,4,75.0,77.45,19.36,20,100.0,1026.98,51.35,22,0.0,-1267.25,-57.6,14,78.6,1854.7,132.48,1,0.0,-27.97,-27.97,0,0,0,0,0,0,0,0,2,0.0,-237.5,-118.75,4,0.0,-13.02,-3.25,4,100.0,65.64,16.41
0.95,64.0,B-良好,震荡优,27.9,17.9,22.9,5.3,7.9,10,002067,诺安精选回报混合A,商业航天,2020-04-01 ~ 2026-05-08,1480,46.36,6.7,165.93,18.12,-119.57,11.22,39.52,2023-04-20,2024-09-13,530,1.17,0.6,0.842,10.22,-9.31,45.7,34,194,55.7,52.7,49.55,-12.59,3.94,0.01,-18.11,31.26,647.11,-119.59,48,40,26.4,98.7,1.3,37.4,18,351,4344.21,12174.56,2461.93,14636.49,6,37.94,127.55,0,0,0,7,1.93,-14.59,0,1465,15,0,14,2,15,1,1,58,0,0,0,0,1,0,3,3,0,6,16,8,3,28,13,37,3,2,0,0,0,3,2,1,5,3,0,0,15,86.7,906.56,60.44,58,0.0,-407.7,-7.03,0,0,0,0,6,66.7,12.97,2.16,16,100.0,221.62,13.85,8,100.0,1427.55,178.44,3,100.0,3.87,1.29,28,92.9,854.61,30.52,13,0.0,-456.25,-35.1,37,94.6,1864.1,50.38,2,0.0,-53.53,-26.77,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-89.84,-17.97,3,100.0,60.25,20.08
0.85,46.4,C-一般,全天候/熊市优/震荡优,19.9,4.5,19.0,5.0,7.9,10,000690,前海开源大海洋混合,商业航天,2020-04-01 ~ 2026-05-08,1480,25.02,3.88,125.98,14.89,-100.96,25.72,58.52,2021-01-07,2024-09-20,1212,0.46,0.15,1.483,9.71,-9.15,47.8,44,234,47.0,52.7,58.53,-35.06,1.67,0.0,-57.97,28.44,1806.6,-247.07,38,28,24.9,96.6,3.4,24.2,19,85,2440.43,10993.59,1508.78,12502.37,3,42.65,168.24,4,-19.65,-55.59,6,3.74,13.72,0,1418,62,1,22,5,15,0,0,75,0,0,0,0,3,0,0,2,0,7,3,8,1,16,31,58,1,1,0,0,0,6,2,0,7,12,1,1,15,93.3,397.51,26.5,75,0.0,-1515.81,-20.21,0,0,0,0,7,100.0,132.6,18.94,3,100.0,45.53,15.18,8,100.0,2455.55,306.94,1,100.0,19.38,19.38,16,87.5,263.14,16.45,31,0.0,-1818.85,-58.67,58,87.9,2927.19,50.47,1,0.0,-17.9,-17.9,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-644.84,-92.12,12,100.0,196.93,16.41
0.96,58.28,,,75.8,15.01,22.66,4.35,7.26,9.0,---,【商业航天】平均,商业航天,,,33.2,5.88,60.9,8.95,-27.7,14.71,51.52,,,826.2,0.75,0.55,1.24,11.38,-10.01,48.73,37.6,221.9,46.33,48.4,51.26,-19.77,2.59,-0.12,-23.46,27.77,1206.36,-232.27,33.5,24.7,21.73,98.01,1.99,23.18,13.0,138.7,2924.08,,,13319.88,3.8,32.88,98.86,2.4,-6.78,-40.87,5.3,3.81,1.83,1.2,17.9,2.5,15.9,0.1,0.6,81.5,1.0,0.0,0.7,0.1,1.3,0.3,1.9,1.9,0.8,8.4,10.5,8.2,3.5,28.6,20.2,28.9,1.2,1.4,0.0,0.4,0.5,3.8,2.0,0.5,5.7,7.4,0.2,0.4,15.9,90.6,382.9,24.08,81.5,0.0,-863.86,-10.6,0.8,87.5,35.7,44.63,8.4,81.0,81.99,9.76,10.5,78.1,103.42,9.85,8.2,97.6,1519.56,185.31,3.5,82.9,25.57,7.31,28.6,87.8,1113.66,38.94,20.2,0.0,-871.47,-43.14,28.9,88.2,1600.62,55.38,1.4,0.0,-18.52,-13.23,0.0,0.0,0.0,0.0,0.4,0.0,-15.17,-37.93,0.5,0.0,-28.36,-56.71,5.7,0.0,-213.54,-37.46,7.4,98.6,71.57,9.67
0.85,69.5,B-良好,全天候/熊市优/牛市可/震荡优,378.8,21.4,23.1,6.5,8.5,10,012847,诺安积极回报混合C,AI应用,2021-08-03 ~ 2026-05-08,1154,52.09,9.59,13.75,2.85,38.34,13.45,48.37,2022-09-14,2022-10-11,214,0.86,0.71,1.506,14.27,-12.07,48.6,50,282,41.8,56.9,54.86,-10.12,5.42,-0.01,-12.97,38.59,788.1,-164.7,44,19,32.5,98.0,2.0,17.0,8,89,4965.26,9727.6,5481.44,15209.04,2,36.89,49.6,1,-2.43,-27.03,7,12.15,2.37,0,1099,55,2,24,1,17,0,1,128,1,1,2,0,3,3,0,3,1,20,10,17,11,12,20,18,0,2,0,0,1,5,2,0,6,19,0,2,17,94.1,82.7,4.86,128,0.0,-767.91,-6.0,1,100.0,342.41,342.41,20,95.0,516.23,25.81,10,100.0,77.56,7.76,17,100.0,3167.27,186.31,11,90.9,108.18,9.83,12,100.0,942.95,78.58,20,0.0,-487.91,-24.4,18,100.0,995.04,55.28,2,0.0,-0.02,-0.01,0,0,0,0,0,0,0,0,1,0.0,-164.7,-164.7,6,0.0,-87.66,-14.61,19,78.9,241.12,12.69
0.85,52.8,C-一般,全天候/熊市优/震荡优,182.8,8.0,24.8,3.4,6.6,10,016074,创金合信软件产业股票发起C,AI应用,2022-11-09 ~ 2026-05-08,848,10.77,3.09,-13.01,-4.06,23.78,11.6,55.56,2024-03-20,2025-04-07,515,0.45,0.27,1.645,11.38,-12.65,50.8,33,226,51.3,44.2,19.3,-12.71,1.52,0.01,-15.41,18.87,539.05,-118.14,26,18,17.0,98.3,1.7,15.6,9,54,1082.72,10930.46,147.01,11077.47,3,1.71,44.35,2,0.95,-49.5,3,7.95,2.51,0,797,51,3,17,0,10,0,1,61,0,0,1,0,1,0,4,1,1,9,22,4,10,52,22,16,1,0,0,0,2,4,0,0,8,9,0,0,10,90.0,43.12,4.31,61,0.0,-611.45,-10.02,1,100.0,51.1,51.1,9,100.0,326.38,36.26,22,81.8,131.31,5.97,4,100.0,38.37,9.59,10,70.0,28.17,2.82,52,86.5,811.78,15.61,22,0.0,-506.27,-23.01,16,87.5,715.6,44.73,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-37.22,-18.61,8,0.0,-1.47,-0.18,9,100.0,93.3,10.37
